Locality,Title,Location,Rent_raw,Rent_inr,Deposit_raw,Sqft_raw,Sqft,Price_per_sqft,Parking,Furnishing,Available_from,Property_type,Detail_URL
Hinjawadi,"Office Space in Pimpri-chinchwad,, Pune for Rent","Hinjawad, Metro station vipro2","₹ 36,000 No Extra Maintenance",36000,₹ 1.08 Lacs,400 sqft,400,90,Parking,Furnished,31-12-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in--pimpri-chinchwad--pune/8aa9c9b19a805199019a80829af8078e/detail
Hinjawadi,"Office Space in Hinjawadi, Pune for Rent","Hinjawadi Phase 2 Rd, , Gera's Imperium Rise and Infosys","₹ 25,000 No Extra Maintenance",25000,"₹ 62,500",400 sqft,400,62.5,Parking,Furnished,13-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-hinjawadi-pune/8a9fe88284b9d4c20184ba71eef9363a/detail
Hinjawadi,"Office Space in Hinjewadi, Pune for Rent","gera?s imperium rise, rejeev gandhi info tech park, wipro circle hinjewadi , wipro circle","₹ 22,000 No Extra Maintenance",22000,"₹ 40,000",423 sqft,423,52.01,Parking,Unfurnished,21-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-hinjewadi-pune/8a9f02848a820cb6018a8300a42304fe/detail
Hinjawadi,"Godown/Warehouse in Hinjewadi, Pune for Rent","Wakad hinjawadi road behind titan shop, near central bank ,panchratna nagar","₹ 30,000 No Extra Maintenance",30000,"₹ 60,000",000 sqft,0,15,Parking,Semi Furnished,09-09-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-hinjewadi-pune/8a9fae8599319caa019931e65db40f37/detail
Hinjawadi,"Office Space in Wipro Circle, Pune for Rent","Wipro Circle, wipro Circle","₹ 25,000 No Extra Maintenance",25000,"₹ 75,000",526 sqft,526,47.53,Parking,Semi Furnished,29-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-wipro-circle-pune/8a9f8b438caba059018cabd6069c1c28/detail
Kharadi,"Shop in Kharadi, Pune for Rent","Riverfront Road , StayBird - B Suite, Business Hotel","₹ 35,000 No Extra Maintenance",35000,₹ 1.4 Lacs,420 sqft,420,83.33,Parking,Unfurnished,18-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kharadi-pune/8a9f8a859733c710019734261bb41815/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Eon Free Zone Road, Starbucks - EON Tech Park (S041)","₹ 36,000 + ₹ 3,300 Maintenance",36000,₹ 1.44 Lacs,430 sqft,430,83.72,Parking,Semi Furnished,18-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9f858499d2f46d0199d35d518c2d20/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","platinum tower, Reliance Mall","₹ 70,000 No Extra Maintenance",70000,₹ 2.1 Lacs,057 sqft,57,66.23,Parking,Unfurnished,16-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9fa284976e8a9901976ec33b7615ef/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","ashok nagar, Balaji Hospital Kharadi","₹ 21,000 No Extra Maintenance",21000,"₹ 50,000",310 sqft,310,67.74,Parking,Unfurnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9f910073fce7370173fd2027831690/detail
Kharadi,"Shop in Kharadi, Pune for Rent","Kharadi-Hadapsar Bypass Rd, Bigbasket Daily Store","₹ 65,000 No Extra Maintenance",65000,₹ 3 Lacs,600 sqft,600,108.33,Parking,Unfurnished,30-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kharadi-pune/8a9f8f838c102f0b018c1066724021f6/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","ashok Nagar, near CITY VISTA - Kolte Patil Developers","₹ 50,000 No Extra Maintenance",50000,₹ 3 Lacs,550 sqft,550,90.91,Parking,Furnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9f9a838bc7bf17018bc8e2d06f74df/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Ahmednagar Solapur Bypass Road, Nyati Enthral","₹ 65,000 + ₹ 21,522 Maintenance",65000,₹ 1.5 Lacs,266 sqft,266,51.34,Parking,Unfurnished,27-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9f8803931f9dc101931fc94d6b1021/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Eon IT park, Near Irani Cafe - Kharadi","₹ 38,000 No Extra Maintenance",38000,₹ 1.2 Lacs,430 sqft,430,88.37,Parking,Furnished,21-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9fde82879cd5ce01879d5012bb4841/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","vitthal nagar, Gera Trinity Towers, , near eon it park pH 2 ,opp Gera banglow kharadi pune","₹ 25,000 No Extra Maintenance",25000,"₹ 75,000",410 sqft,410,60.98,Parking,Unfurnished,07-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9fac849925225501992536ba0403b9/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","grant rd, Eon It Park","₹ 25,000 No Extra Maintenance",25000,"₹ 75,000",300 sqft,300,83.33,Parking,Unfurnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9f858399f245520199f2724c5f0be3/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Thite Vasti, Tithe Nagar, Atithi Veg Banquet Hall","₹ 1.5 Lacs + ₹ 17,000 Maintenance",150000,₹ 9 Lacs,050 sqft,50,73.17,Parking,Furnished,18-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9f8e8897102c990197107096ed1b33/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Riverfront Rd, Thite Nagar, Krishna sweets",₹ 1.93 Lacs No Extra Maintenance,193000,₹ 5.79 Lacs,400 sqft,400,137.86,Parking,Unfurnished,18-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9fb389975e47a301975e761871129d/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Near Panchshil Towers Road, Yoo Villas","₹ 1 Lac + ₹ 14,000 Maintenance",100000,₹ 4 Lacs,800 sqft,800,55.56,Parking,Furnished,12-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9fa984999e967801999ef114b520f7/detail
Kharadi,"Office Space in Kharadi , Pune for Rent","Grant road, Vitthal nagar, Geras Imperium Alpha","₹ 35,000 + No Extra Maintenance",35000,₹ 1.1 Lacs,465 sqft,465,75.27,Parking,Unfurnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi--pune/8a9ff9838b1d623b018b1da015002af4/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Kharadi, Stellar Spaces, Kharadi","₹ 78,000 + ₹ 8,500 Maintenance",78000,₹ 3.6 Lacs,932 sqft,932,83.69,Parking,Furnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in--kharadi-pune/8a9faf879923036c0199232e7afe159d/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","thite nagar, City Pride Multiplex - Kharadi","₹ 70,000 + ₹ 20,000 Maintenance",70000,₹ 3 Lacs,343 sqft,343,52.12,Parking,Unfurnished,18-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9fa985974af8c001974b35f37b0dc2/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Old Mundhwa Rd, tukaram nagar, Reliance SMART Superstore","₹ 20,000 No Extra Maintenance",20000,"₹ 40,000",250 sqft,250,80,Parking,Unfurnished,25-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9fc58281802e04018180652a8125e5/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Grant Rd, ZENSAR KNOWLEDGE PARK","₹ 30,000 + No Extra Maintenance",30000,₹ 1 Lac,675 sqft,675,44.44,Parking,Unfurnished,06-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/ff80818165e8b2090165eb8b762d7f9f/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Grant Rd, Vitthal Nagar, Near eon IT park","₹ 36,000 + ₹ 3,500 Maintenance",36000,₹ 1.25 Lacs,585 sqft,585,61.54,Parking,Unfurnished,02-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9fa68394b2296d0194b26445851382/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Kharadi ROAD , Near Old Saibaba Mandir","₹ 30,000 No Extra Maintenance",30000,"₹ 90,000",000 sqft,0,30,Parking,Unfurnished,03-01-2022,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9fc5827e24ba10017e24dedb581254/detail
Kharadi,"Office Space in Global Business Hub, Pune for Rent","kharadi, EON free zone","₹ 35,000 + No Extra Maintenance",35000,₹ 1.05 Lacs,565 sqft,565,61.95,Parking,Semi Furnished,13-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-global-business-hub-pune/8a9f87038dee55b7018dee9d9af33cf7/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Old Mundhwa Rd, The Platinum Towers","₹ 62,000 No Extra Maintenance",62000,₹ 4 Lacs,797 sqft,797,77.79,Parking,Furnished,11-07-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9fa38394b372d40194b3a1709f02e3/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","Lane Number 2, Reliance SMART Superstore","₹ 75,000 No Extra Maintenance",75000,₹ 3 Lacs,100 sqft,100,68.18,Parking,Unfurnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8a9f8b8496b525be0196b55ccf2613e0/detail
Kharadi,"Commercial Property in Kharadi, Pune for Rent","Krishna Complex, Near T.I.M.E. Kharadi - Best CAT Coaching Institute",₹ 1.35 Lacs No Extra Maintenance,135000,₹ 8.1 Lacs,500 sqft,500,90,Parking,Unfurnished,12-11-2025,Commercial,https://www.nobroker.in/property/commercial/rent/other-business-in-kharadi-pune/8a9fba838b2874c1018b2884d2080736/detail
Kharadi,"Office Space in Kharadi, Pune for Rent","GWXQ+M3W, Sr.no. 12/1A, Mundhwa-Kharadi Bypass, Kharadi South Main Road, Thite Nagar, Kharadi, Pune, Maharashtra 411014, Nyati Enthral","₹ 80,000 No Extra Maintenance",80000,₹ 3.2 Lacs,850 sqft,850,94.12,Parking,Unfurnished,12-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kharadi-pune/8aa9b81b9a7c74c8019a7cdd424c300b/detail
Kharadi,"Shop in Kharadi, Pune for Rent","Riverfront Road , StayBird - B Suite, Business Hotel","₹ 35,000 No Extra Maintenance",35000,₹ 1.4 Lacs,420 sqft,420,83.33,Parking,Unfurnished,18-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-kharadi-pune/8a9f8a859733c710019734261bb41815/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","Chhatrapati Shivaji Maharaj Rd, City Pride Mangala Multiplex","₹ 21,000 + ₹ 750 Maintenance",21000,"₹ 50,000",250 sqft,250,84,Parking,Semi Furnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/ff8081816bd68092016bd6f56d847078/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","Jangli maharaj Road , Balgandharva Metro Station","₹ 80,000 No Extra Maintenance",80000,₹ 2.5 Lacs,000 sqft,0,80,Parking,Furnished,20-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9fa78496add9e70196ae3fcace199c/detail
Shivajiaagar,"Shop in Shivajinagar, Pune for Rent","Fergusson College Rd, Starbucks Coffee","₹ 35,000 No Extra Maintenance",35000,₹ 1 Lac,300 sqft,300,116.67,Parking,Unfurnished,16-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-shivajinagar-pune/8aa9afac9a6d14d1019a6d545e8120fc/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","Shivajinagar, Hardikar hospital","₹ 65,000 No Extra Maintenance",65000,₹ 2.5 Lacs,200 sqft,200,54.17,Parking,Unfurnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8aa9a11c98ff5dde0198ffacbbce3217/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","Fergusson College Rd, DNYANESHWAR PADUKA CHOWK","₹ 35,000 No Extra Maintenance",35000,₹ 1 Lac,370 sqft,370,94.59,Parking,Furnished,15-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9fbc82816588540181661767f864c3/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","Jangali Maharaj Road, Near Hotel Panchali (Pure Veg)","₹ 38,000 + ₹ 3,000 Maintenance",38000,₹ 1.5 Lacs,700 sqft,700,54.29,Parking,Furnished,03-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f850393869c7e019386d8554b1aca/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","ganesh Society,, in front of IMD guest house","₹ 35,000 No Extra Maintenance",35000,₹ 1.4 Lacs,450 sqft,450,77.78,Parking,Unfurnished,16-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f8f84997186b4019971cd22081ba8/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","Fergusson College Road,Model colony, Oppo. Police Ground","₹ 70,000 No Extra Maintenance",70000,₹ 2.5 Lacs,250 sqft,250,56,Parking,Semi Furnished,16-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f8b8f98c7d0e00198c7fd30230dbb/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","Jangali Maharaj Rd, near hotel panchali , opposite Jangali Mahara temple","₹ 50,000 No Extra Maintenance",50000,₹ 1 Lac,585 sqft,585,85.47,Parking,Unfurnished,07-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f93859951cb0a019952302c401ef3/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","congress bhavan road JM ROAD shivaji nagar , Hotel Pearl","₹ 1.1 Lacs + ₹ 5,000 Maintenance",110000,₹ 6.6 Lacs,150 sqft,150,95.65,Parking,Semi Furnished,14-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f93869864f2a00198653127de19bb/detail
Shivajiaagar,"Office Space in Deccan Gymkhana, Pune for Rent","JM road, P.MT Bus Stop","₹ 25,500 + ₹ 1,000 Maintenance",25500,"₹ 85,000",210 sqft,210,121.43,Parking,Furnished,06-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-deccan-gymkhana-pune/8a9f82d0756d42fa01756e055083585f/detail
Shivajiaagar,"Office Space in Kushal Wallstreet, Pune for Rent","Fergusson College Road, Millenium Plaza","₹ 60,000 No Extra Maintenance",60000,₹ 3.6 Lacs,503 sqft,503,119.28,Parking,Unfurnished,17-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kushal-wallstreet-pune/8a9faa85976dc0e101976e24897b2fdd/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","J M Road, Opp Jungli Maharaj Temple, Sudama Garden Restaurant","₹ 90,000 + ₹ 3,000 Maintenance",90000,₹ 5 Lacs,200 sqft,200,75,Parking,Unfurnished,09-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9fa787988967da0198897b3100086d/detail
Shivajiaagar,"Office Space in Dnyaneshwar Paduka Chowk, Pune for Rent","D gold house, dnayaneshwar paduka chowk, BPCL Petrol Pump","₹ 55,000 + ₹ 3,000 Maintenance",55000,₹ 1.8 Lacs,650 sqft,650,84.62,Parking,Unfurnished,03-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-dnyaneshwar-paduka-chowk-pune/8a9f93438fd454df018fd47bc34c08b4/detail
Shivajiaagar,"Office Space in Deccan Gymkhana, Pune for Rent","FC College Rd,Ganeshwadi, Haldiram's","₹ 50,000 + ₹ 6,000 Maintenance",50000,₹ 2.5 Lacs,430 sqft,430,116.28,Parking,Unfurnished,26-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-deccan-gymkhana-pune/8a9f9198986930620198698ace042aba/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","FC rd , ganeshwadi, Venus Traders and Stationery",₹ 1.1 Lacs + No Extra Maintenance,110000,₹ 4 Lacs,200 sqft,200,91.67,Parking,Semi Furnished,06-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9fca828254ffe001825535a36f15a2/detail
Shivajiaagar,"Office Space in Kushal Wallstreet, Pune for Rent","fergusson college road,","₹ 80,000 No Extra Maintenance",80000,₹ 2.5 Lacs,720 sqft,720,111.11,Parking,Unfurnished,23-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-kushal-wallstreet-pune/8a9fa5849460395301946040588200bc/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","1202/32, Bhagya, Apte Road, Deccan Gymkhana, Santosh Bakery","₹ 55,000 + ₹ 1,200 Maintenance",55000,₹ 2 Lacs,000 sqft,0,55,Parking,Semi Furnished,11-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f8c8b98745adf019874c728992afe/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","fergusson college rd (FC Rd) , Millenium Plaza","₹ 90,000 No Extra Maintenance",90000,₹ 4.5 Lacs,004 sqft,4,89.64,Parking,Semi Furnished,24-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f918395ada5890195adcdb7c80f07/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","senapati bapat rd , model colony , The Pavillion Mall","₹ 75,000 No Extra Maintenance",75000,₹ 2 Lacs,400 sqft,400,53.57,Parking,Semi Furnished,24-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f9a84973576b3019735abe92713cb/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","Pune University Rd, Centro","₹ 95,000 + No Extra Maintenance",95000,₹ 6 Lacs,850 sqft,850,111.76,Parking,Semi Furnished,04-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f9a8998023d73019802abc1f13d03/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","Thube Park, Sancheti Hospital","₹ 45,000 No Extra Maintenance",45000,₹ 3 Lacs,650 sqft,650,69.23,Parking,Semi Furnished,21-06-2022,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9fc182804b941101804bfee4d84387/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","Near State bank ATM, Shivaji Nagar Metro Station",₹ 1.4 Lacs + No Extra Maintenance,140000,₹ 8 Lacs,090 sqft,90,128.44,Parking,Furnished,12-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f8e4493af620a0193afa8f4391a3e/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","Vamanrao Malhar Joshi Marg, Vamanrao Malhar Joshi Marg","₹ 25,000 No Extra Maintenance",25000,"₹ 50,000",350 sqft,350,71.43,Parking,Unfurnished,31-12-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9fdf828445f5a9018446289a6d1e0e/detail
Shivajiaagar,"Office Space in Equatorial Enterprises Pvt Ltd, Pune for Rent","shivaji nagar, bajaj corporate office",₹ 1.5 Lacs No Extra Maintenance,150000,₹ 10 Lacs,850 sqft,850,81.08,Parking,Furnished,10-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-equatorial-enterprises-pvt-ltd-pune/8aa9bb049a7227ed019a727de67c2179/detail
Shivajiaagar,"Office Space in Shivajinagar, Pune for Rent","Chhatrapati Shivaji Maharaj Rd, City Pride Mangala Multiplex","₹ 21,000 + ₹ 750 Maintenance",21000,"₹ 50,000",250 sqft,250,84,Parking,Semi Furnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/ff8081816bd68092016bd6f56d847078/detail
Hadapsar,"Shop in Hadapsar, Pune for Rent","Shinde Vasti,, Sun Sapphire A Wing, Shinde Vasti,, Sun Sapphire A Wing","₹ 15,000 No Extra Maintenance",15000,"₹ 90,000",200 sqft,200,75,Parking,Semi Furnished,12-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-hadapsar-pune/8aa9b71b9a7ce306019a7d1d5ddb1343/detail
