Locality,Title,Location,Rent_raw,Rent_inr,Deposit_raw,Sqft_raw,Sqft,Price_per_sqft,Parking,Furnishing,Available_from,Property_type,Detail_URL
Yerwada,"Shop in Mohanwadi, Pune for Rent","Husen Shah Baba Road, Dargah Hazrat Husen Shah Baba Rh and madina masjid","₹ 15,000 No Extra Maintenance",15000,"₹ 90,000",330 sqft,330,45.45,Parking,Unfurnished,14-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-mohanwadi-pune/8a9f178287e638570187e67bdda727b2/detail
Yerwada,"Office Space in Yerawada, Pune for Rent","Laxminagar, Shirke Bandhu Mithaiwale","₹ 8,000 No Extra Maintenance",8000,"₹ 16,000",75 sqft,75,106.67,Parking,Unfurnished,13-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-yerawada-pune/8a9fb08399e0ac700199e0f72e970e5a/detail
Yerwada,"Shop in Yerawada, Pune for Rent","Laxmi Nagar, near Adbul hamid urdu school","₹ 15,000 No Extra Maintenance",15000,"₹ 50,000",100 sqft,100,150,Parking,Unfurnished,13-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-yerawada-pune/8a9f888499de8d710199def1c62b1008/detail
Yerwada,"Shop in Yerawada, Pune for Rent","Jai Jawan Nagar, Marhabba Chicken & Eggs Suppliers","₹ 10,000 No Extra Maintenance",10000,"₹ 20,000",250 sqft,250,40,Parking,Unfurnished,12-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-yerawada-pune/8a9f85c390114517019011a70d6c2d3e/detail
Yerwada,"Office Space in Yerawada, Pune for Rent","Samrat Ashok Rd, Dharma Hospital,Aditya hospital","₹ 32,000 No Extra Maintenance",32000,"₹ 96,000",200 sqft,200,26.67,Parking,Unfurnished,16-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-yerawada-pune/ff8081816653d9870166540ccf181cc2/detail
Deccan,"Office Space in Deccan Gymkhana, Pune for Rent","bhandakar road, Hindu Gymkhana Road","₹ 70,000 + ₹ 1,000 Maintenance",70000,₹ 1.95 Lacs,800 sqft,800,87.5,Parking,Semi Furnished,18-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-deccan-gymkhana-pune/8a9fd683897223c00189726a3bdb2d9a/detail
Deccan,"Office Space in Deccan Gymkhana, Pune for Rent","Law College Road, Bhandarkar Institute Road",₹ 1.5 Lacs No Extra Maintenance,150000,₹ 15 Lacs,767 sqft,767,39.82,Parking,Unfurnished,17-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-deccan-gymkhana-pune/8a9f8e84996513ea019965650e9111b6/detail
Deccan,"Office Space in Deccan Gymkhana, Pune for Rent","Prabhat Road, Prabhat Road","₹ 1.2 Lacs + ₹ 2,000 Maintenance",120000,₹ 5 Lacs,567 sqft,567,76.58,Parking,Unfurnished,15-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-deccan-gymkhana-pune/8a9fb98499ae76f70199aec12cf82171/detail
Deccan,"Office Space in Shivaji Nagar, Pune for Rent","Fergusson College Rd, McDonald's","₹ 28,000 + No Extra Maintenance",28000,₹ 1.5 Lacs,360 sqft,360,77.78,Parking,Furnished,06-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivaji-nagar-pune/8a9f93c174913c880174914e0bf0084a/detail
Deccan,"Office Space in Narayan Peth, Pune for Rent","Pulachi Wadi, Deccan Gymkhana Metro Station","₹ 60,000 No Extra Maintenance",60000,₹ 2 Lacs,100 sqft,100,54.55,Parking,Semi Furnished,13-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-narayan-peth-pune/8a9f8a43910be52201910c3a73fd19b1/detail
Deccan,"Office Space in Shivajinagar, Pune for Rent","Law College Rd, near ILS Law College","₹ 70,000 No Extra Maintenance",70000,₹ 2 Lacs,000 sqft,0,70,Parking,Furnished,29-09-2022,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9fb4827cb83195017cbb1d90ca2464/detail
Deccan,"Office Space in Deccan Gymkhana, Pune for Rent","fegusson college road, Westside","₹ 20,000 No Extra Maintenance",20000,₹ 1 Lac,287 sqft,287,69.69,Parking,Unfurnished,11-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-deccan-gymkhana-pune/8a9fe68287b214610187b2aa56426164/detail
Deccan,"Office Space in Aashiyana, Pune for Rent","Law Collage Road, opp. Bhadarkar Institute","₹ 75,000 No Extra Maintenance",75000,₹ 2.25 Lacs,675 sqft,675,111.11,Parking,Unfurnished,30-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aashiyana-pune/8a9fa785994d15a801994d29cebf06a2/detail
Deccan,"Office Space in Shivajinagar, Pune for Rent","Fergusson College Road, Dept of Psychology Fergusson College",₹ 3.45 Lacs No Extra Maintenance,345000,₹ 15 Lacs,300 sqft,300,150,Parking,Unfurnished,10-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f8d8497d9d3dd0197d9f62fea0e11/detail
Deccan,"Office Space in Shivajinagar, Pune for Rent","Dnayaneshwar Paduka Chowk, FC Road, near IDBI Bank FC Road","₹ 40,000 + ₹ 1,666 Maintenance",40000,"₹ 40,000",600 sqft,600,25,Parking,Unfurnished,31-03-2026,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f91f472cc42b30172d16d95a55d3f/detail
Deccan,"Office Space in Sb Road, Pune for Rent","senapati bapat road, Symbiosis College Of Arts & Commerce","₹ 24,000 No Extra Maintenance",24000,"₹ 72,000",300 sqft,300,80,Parking,Unfurnished,09-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-sb-road-pune/ff80818166a200010166a5fc7d407f25/detail
Deccan,"Office Space in Shivajinagar, Pune for Rent","Across FC rd , Near Times of India Building FC Rd","₹ 60,000 No Extra Maintenance",60000,₹ 1.5 Lacs,540 sqft,540,111.11,Parking,Semi Furnished,09-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f8ec393a05cb40193a0b61b8423ec/detail
Deccan,"Co-Working space in Deccan Gymkhana, Pune for Rent","Bhandarkar Rd, The Community Hall PYC Club","₹ 19,999 No Extra Maintenance",19999,"₹ 60,000",900 sqft,900,22.22,Parking,Semi Furnished,03-11-2025,,https://www.nobroker.in/property/commercial/rent/co-working-space-in-deccan-gymkhana-pune/8a9f0a8387e134010187e16a41cd1f2c/detail
Deccan,"Office Space in Deccan Gymkhana, Pune for Rent","Ganeshwadi, British Library lane, FC Road,, Hotel Vaishali","₹ 89,000 + ₹ 3,000 Maintenance",89000,₹ 5 Lacs,000 sqft,0,44.5,Parking,Unfurnished,02-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-deccan-gymkhana-pune/ff80818167e394020167e4b26d0f5efb/detail
Deccan,"Office Space in Abhay Nevagi & Associates, Pune for Rent","Bandharkar Road , Kamala Nehru Park",₹ 1.5 Lacs No Extra Maintenance,150000,₹ 2 Lacs,300 sqft,300,115.38,Parking,Furnished,27-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-abhay-nevagi-%26-associates-pune/8a9fac839a343a33019a3459e6fc0b91/detail
Deccan,"Office in Shivajinagar, Pune for Rent","Law college road, ILS Law College",₹ 3.5 Lacs + No Extra Maintenance,350000,₹ 12 Lacs,177 sqft,177,67.61,Parking,Unfurnished,31-10-2025,Office,https://www.nobroker.in/property/commercial/rent/office-in-shivajinagar-pune/8a9f8a1d729859a3017298b603422530/detail
Deccan,"Shop in Deccan Gymkhana, Pune for Rent","Jangali Maharaj Rd Pulachi Wadi,, Purab Hotel","₹ 15,000 No Extra Maintenance",15000,"₹ 40,000",200 sqft,200,75,Parking,Semi Furnished,03-09-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-deccan-gymkhana-pune/8a9ff0838a72917f018a732d6c1d41a9/detail
Deccan,"Office Space in Deccan Gymkhana, Pune for Rent","Law College Road, Law College Road",₹ 9 Lacs No Extra Maintenance,900000,₹ 1 Crore,894 sqft,894,101.19,Parking,Unfurnished,30-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-deccan-gymkhana-pune/8a9fa684996514120199655fa19e0fea/detail
Deccan,"Office Space in Deccan Gymkhana, Pune for Rent","Bhandakar road , YES Bank ATM and Dr.Satish Sathe Cardiac Consultancy Center",₹ 4 Lacs No Extra Maintenance,400000,₹ 16 Lacs,000 sqft,0,57.14,Parking,Furnished,19-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-deccan-gymkhana-pune/8a9f9197761379b0017613f249d52698/detail
Deccan,"Office Space in Shivajinagar, Pune for Rent","Fergusson College Rd, Fergusson College","₹ 90,000 No Extra Maintenance",90000,₹ 3.6 Lacs,100 sqft,100,81.82,Parking,Unfurnished,13-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f8e8499eaf9e30199eb5244c21164/detail
Deccan,"Office in Deccan Gymkhana, Pune for Rent","shivajinagar, Pulachiwadi, R Deccan Theatre, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra, India","₹ 32,000 No Extra Maintenance",32000,₹ 1 Lac,500 sqft,500,64,Parking,Semi Furnished,14-10-2025,Office,https://www.nobroker.in/property/commercial/rent/office-in--deccan-gymkhana-pune/8a9f8b8c7056db20017057365a0c2ed7/detail
Deccan,"Commercial Property in 657, K. Ramchandra Sonaba Karpe Rd, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra 411004, India, Pune for Rent","Deccan Gymkhana Pulachi Wadi, Near Metro station","₹ 40,000 No Extra Maintenance",40000,₹ 1 Lac,100 sqft,100,400,Parking,Unfurnished,30-09-2025,Commercial,https://www.nobroker.in/property/commercial/rent/other-business-in-657--k--ramchandra-sonaba-karpe-rd--pulachi-wadi--deccan-gymkhana--pune--maharashtra-411004--india-pune/8aa999749961b6be019961fb22831b72/detail
Deccan,"Office Space in Shivajinagar, Pune for Rent","Sadguru Shri, Deccan Gymkhana Pune Metro","₹ 45,000 + ₹ 3,500 Maintenance",45000,₹ 2.7 Lacs,900 sqft,900,50,Parking,Furnished,03-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9f8b839385f5ec019386257e0c1828/detail
Deccan,"Godown/Warehouse in Erandwane, Pune for Rent","Prarambha Society, 135/3 Erandwana, Pune, Opp. Joshi Hospital Lane","₹ 20,000 + No Extra Maintenance",20000,"₹ 60,000",250 sqft,250,80,Parking,Unfurnished,31-12-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-erandwane-pune/8a9fc9b08174fa1901817582b229635e/detail
Deccan,"Office Space in Shivajinagar, Pune for Rent","Fergusson College Rd,, FERGUSSON COLLEGE","₹ 1 Lac + ₹ 10,000 Maintenance",100000,₹ 6 Lacs,500 sqft,500,66.67,Parking,Semi Furnished,04-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-shivajinagar-pune/8a9fae827eba8952017ebaa3ec310c18/detail
Deccan,"Office Space in Deccan Gymkhana, Pune for Rent","bhandakar road, Hindu Gymkhana Road","₹ 70,000 + ₹ 1,000 Maintenance",70000,₹ 1.95 Lacs,800 sqft,800,87.5,Parking,Semi Furnished,18-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-deccan-gymkhana-pune/8a9fd683897223c00189726a3bdb2d9a/detail
Magarpatta,"Shop in Magarpatta , Pune for Rent","magarpatta city road, The Atrium","₹ 40,000 + No Extra Maintenance",40000,₹ 1 Lac,310 sqft,310,129.03,Parking,Unfurnished,24-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-magarpatta--pune/8a9ff6838a1d986d018a1de784fe35a6/detail
Magarpatta,"Shop in Nanded City, Pune for Rent","Sinhagad Road, Pune","₹ 25,000 + ₹ 2,330 Maintenance",25000,"₹ 75,000",330 sqft,330,75.76,Parking,Unfurnished,28-09-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nanded-city-pune/8a9f9b8395319e7e019531ee02cd246a/detail
Magarpatta,"Commercial Property in Nanded, Pune for Rent","Nanded City Rd, DMart Nanded city","₹ 60,000 No Extra Maintenance",60000,₹ 3 Lacs,000 sqft,0,20,Parking,Unfurnished,29-08-2025,Commercial,https://www.nobroker.in/property/commercial/rent/other-business-in-nanded-pune/8a9fb284945959d90194596d3dbe06fc/detail
Magarpatta,"Shop in Nanded, Pune for Rent","Destination Center 1, D Mart","₹ 12,000 No Extra Maintenance",12000,"₹ 50,000",170 sqft,170,70.59,Parking,Unfurnished,30-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nanded-pune/8a9f98837dc7fd16017dcddd26fc23d3/detail
Magarpatta,"Commercial Property in Nanded City, Pune for Rent","Sarthak Niwas , Nanded city Destination Centere Pune","₹ 7,500 No Extra Maintenance",7500,"₹ 15,000",200 sqft,200,37.5,Parking,Unfurnished,24-08-2025,Commercial,https://www.nobroker.in/property/commercial/rent/other-business-in-nanded-city-pune/8a9f95838f34af6d018f34d174770abf/detail
Magarpatta,"Office Space in Destination Centre Nanded, Pune for Rent","Destination Centre 1 Nanded city Pune, Nanded city D Mart","₹ 2.7 Lacs + ₹ 15,000 Maintenance",270000,₹ 15 Lacs,980 sqft,980,136.36,Parking,Furnished,02-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-destination-centre-nanded-pune/8a9f8e839a4888c1019a48968a76051d/detail
Magarpatta,"Shop in Nanded, Pune for Rent","Ghule Patil Nagar,, D Mart","₹ 7,500 + ₹ 800 Maintenance",7500,"₹ 20,000",250 sqft,250,30,Parking,Unfurnished,29-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nanded-pune/8a9f8ec390a1f3d00190a20347e804e7/detail
Magarpatta,"Office Space in Nanded City,, Pune for Rent","Destination Centre-1, , Global Punjab, Nanded City - Sinhgad Road",₹ 2.5 Lacs No Extra Maintenance,250000,₹ 5 Lacs,000 sqft,0,50,Parking,Furnished,02-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in--nanded-city--pune/8a9f8f839a48f58a019a49371c5519f5/detail
Magarpatta,"Shop in Nanded, Pune for Rent","Sinhagad Road, Punjab National Bank","₹ 15,000 No Extra Maintenance",15000,"₹ 50,000",200 sqft,200,75,Parking,Unfurnished,15-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nanded-pune/8a9f823f71ba7ec20171bbf095e2473c/detail
Magarpatta,"Godown/Warehouse in Nanded, Pune for Rent","Nanded City Rd,, DMart","₹ 60,000 No Extra Maintenance",60000,₹ 1 Lac,500 sqft,500,40,Parking,Unfurnished,01-07-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-nanded-pune/8a9fa18797c9928f0197c9d9140d1b33/detail
Magarpatta,"Shop in Nanded, Pune for Rent","Destination Center 1, Domino's Pizza","₹ 30,000 No Extra Maintenance",30000,₹ 1.8 Lacs,350 sqft,350,85.71,Parking,Unfurnished,15-09-2023,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nanded-pune/8a9fb3828581630f018581815dcd135d/detail
Magarpatta,"Commercial Property in Nanded, Pune for Rent","Nanded City Sinhgad Rd, Domino's Pizza","₹ 30,000 No Extra Maintenance",30000,₹ 1.8 Lacs,350 sqft,350,85.71,Parking,Unfurnished,21-07-2025,Commercial,https://www.nobroker.in/property/commercial/rent/other-business-in-nanded-pune/8a9fde828581631d01858181335e141d/detail
Magarpatta,"Godown/Warehouse in Nanded, Pune for Rent","Kamte Vasti, Wetal Buva Super Market","₹ 6,000 + No Extra Maintenance",6000,"₹ 12,000",250 sqft,250,24,Parking,Unfurnished,11-11-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-nanded-pune/8a9f85838d1ba2c7018d1c01d836434d/detail
Magarpatta,"Godown/Warehouse in Nanded, Pune for Rent","Ghule Patil Nagar, , Dmart",₹ 1 Lac No Extra Maintenance,100000,₹ 6 Lacs,000 sqft,0,25,Parking,Unfurnished,20-06-2025,Warehouse,https://www.nobroker.in/property/commercial/rent/godown-warehouse-in-nanded-pune/8a9f8588978e5e4101978ec5b94a0ce9/detail
Magarpatta,"Office Space in Nanded Fata, Pune for Rent","Pandurang Industrial Area, Near Balaji Enterprises and StitchWell Ladies Tailors","₹ 6,000 No Extra Maintenance",6000,"₹ 12,000",650 sqft,650,9.23,Parking,Unfurnished,29-08-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-nanded-fata-pune/ff8081816d4c66d1016d4dce059f1f2b/detail
Magarpatta,"Shop in Nanded, Pune for Rent","Jadhav Rao Wada,, near Vadjai Mata Mandir","₹ 8,000 No Extra Maintenance",8000,"₹ 20,000",197 sqft,197,40.61,Parking,Unfurnished,15-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nanded-pune/8a9faf8399eb67850199eb8fcc000beb/detail
Magarpatta,"Shop in Nanded, Pune for Rent","Jadhav Rao Wada, Nanded Grampanchayat","₹ 15,000 No Extra Maintenance",15000,"₹ 50,000",400 sqft,400,37.5,Parking,Unfurnished,09-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nanded-pune/8a9f8f8499ccef2a0199cd1fb12c1290/detail
Magarpatta,"Office Space in Nanded, Pune for Rent","Sinhagad Road, Nanded City , Amir Chicken","₹ 30,000 No Extra Maintenance",30000,"₹ 75,000",150 sqft,150,26.09,Parking,Unfurnished,31-03-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-nanded-pune/8a9fc5828180e16401818136089a3685/detail
Magarpatta,"Shop in Nanded, Pune for Rent","Nanded City , Pawar Public School","₹ 4,000 No Extra Maintenance",4000,"₹ 10,000",120 sqft,120,33.33,Parking,Unfurnished,26-03-2023,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nanded-pune/8a9f8ac5711e08ef0171208b19fd425d/detail
Magarpatta,"Shop in Nanded City, Pune for Rent","Sinhgad Rd Nandedcity, Pawar public school","₹ 6,000 No Extra Maintenance",6000,"₹ 25,000",120 sqft,120,50,Parking,Semi Furnished,11-09-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nanded-city-pune/ff8081816e0dd1f8016e10dd268c32eb/detail
Magarpatta,"Shop in Nanded, Pune for Rent","Rajaram Karle Path, Tupekar Academy Nanded City","₹ 70,000 No Extra Maintenance",70000,₹ 2 Lacs,150 sqft,150,466.67,Parking,Unfurnished,25-08-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nanded-pune/8a9f8c83958404ea0195844baa551c64/detail
Magarpatta,"Shop in Nanded, Pune for Rent","Jadhav Rao Wada, Vadjai Mata Mandir","₹ 4,000 No Extra Maintenance",4000,"₹ 10,000",100 sqft,100,40,Parking,Unfurnished,25-08-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in--nanded-pune/8a9f9484986f2c2701986f6b1a7a1da9/detail
Magarpatta,"Shop in Nanded, Pune for Rent","Jadhav Rao Wada , near Vadjai Mata Mandir","₹ 12,000 No Extra Maintenance",12000,"₹ 50,000",500 sqft,500,24,Parking,Unfurnished,14-08-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nanded-pune/8a9f8c8998ac2b2b0198ac3bacf60524/detail
Magarpatta,"Office Space in Nanded City, Pune for Rent","karle Chowk kalshree road Nanded City pune , Tupekar Academy Nanded City","₹ 45,000 No Extra Maintenance",45000,₹ 2.5 Lacs,300 sqft,300,34.62,Parking,Furnished,02-08-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-nanded-city-pune/8a9f93839584051a0195844d03f31d9e/detail
Magarpatta,"Shop in Nanded,, Pune for Rent","Jadhav Rao Wada, , Karle Chowk","₹ 4,000 No Extra Maintenance",4000,"₹ 10,000",200 sqft,200,20,Parking,Unfurnished,10-11-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-nanded--pune/8aa99dfe9a714c90019a71b321e13f78/detail
Magarpatta,"Shop in Magarpatta , Pune for Rent","magarpatta city road, The Atrium","₹ 40,000 + No Extra Maintenance",40000,₹ 1 Lac,310 sqft,310,129.03,Parking,Unfurnished,24-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-magarpatta--pune/8a9ff6838a1d986d018a1de784fe35a6/detail
Koregaon Park,"Office in Koregaon Park, Pune for Rent","Lane Number 7, Ashok Chakra Society, Meera Nagar,, Next to Marvel Exotica","₹ 37,000 + No Extra Maintenance",37000,₹ 1 Lac,450 sqft,450,82.22,Parking,Furnished,16-11-2025,Office,https://www.nobroker.in/property/commercial/rent/office-in-koregaon-park-pune/ff8081816de1fa74016de4f2e7da2b1b/detail
Koregaon Park,"Office Space in Koregaon Park, Pune for Rent","Late Ganpat Dulaji Pingle Pat, Ragvilas Society","₹ 30,000 No Extra Maintenance",30000,₹ 1.5 Lacs,500 sqft,500,60,Parking,Semi Furnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-koregaon-park-pune/8a9f948697d44cb80197d45ec7620435/detail
Koregaon Park,"Office Space in Koregaon Park, Pune for Rent","Lane No 6, North main Road","₹ 1.5 Lacs + ₹ 8,000 Maintenance",150000,₹ 6 Lacs,200 sqft,200,68.18,Parking,Furnished,19-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-koregaon-park-pune/8a9f81827d84837d017d848c695803fc/detail
Koregaon Park,"Office Space in Popular Heights 2 Koregaon Park Opp Maulana Auditorium, Pune for Rent","Burning ghat rd, Koregaon Park, Pune, opposite abul kalam azad smarak","₹ 40,000 + ₹ 1,500 Maintenance",40000,"₹ 70,000",550 sqft,550,72.73,Parking,Semi Furnished,25-03-2019,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-popular-heights-2-koregaon-park-opp-maulana-auditorium-pune/ff80818169b872410169b89556e11084/detail
Koregaon Park,"Office Space in Koregaon Park, Pune for Rent","Platinum Capital, Google Pune Office","₹ 95,000 + ₹ 7,000 Maintenance",95000,₹ 4 Lacs,925 sqft,925,102.7,Parking,Unfurnished,31-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-koregaon-park-pune/8a9fae9698d7835f0198d7be71a40ddd/detail
Koregaon Park,"Shop in Koregaon Park, Pune for Rent","Burning Ghat Rd, , opposite gera riverside","₹ 24,000 + ₹ 1,000 Maintenance",24000,"₹ 72,000",225 sqft,225,106.67,Parking,Unfurnished,05-02-2022,Shop,https://www.nobroker.in/property/commercial/rent/shop-in--koregaon-park-pune/8a9fc1827ecdd8d0017ecdeec6cd0c1c/detail
Koregaon Park,"Office Space in North Main Road, Pune for Rent","Gera Legend,Koregaon Park, Opposite Starbucks Cafe","₹ 38,000 No Extra Maintenance",38000,₹ 2 Lacs,350 sqft,350,108.57,Parking,Semi Furnished,31-08-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-north-main-road-pune/8a9f9b8b98b0e2800198b111553f09e3/detail
Koregaon Park,"Office Space in Koregaon Park, Pune for Rent","Koregaon park annex,","₹ 48,000 No Extra Maintenance",48000,₹ 1 Lac,900 sqft,900,53.33,Parking,Semi Furnished,29-10-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-koregaon-park-pune/8a9f93839a33805b019a3399d86b087f/detail
Koregaon Park,"Office Space in Aurora Tower, Pune for Rent","Moledina Road, East wing","₹ 40,000 + ₹ 2,335 Maintenance",40000,₹ 2.4 Lacs,300 sqft,300,30.77,Parking,Unfurnished,02-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-aurora-tower-pune/8a9f8d839a496735019a4984dfba0c80/detail
Koregaon Park,"Office Space in Koregaon Park, Pune for Rent","Galaxy Garden, N Main Rd, Starbucks Coffee",₹ 2 Lacs No Extra Maintenance,200000,₹ 8 Lacs,700 sqft,700,117.65,Parking,Unfurnished,02-11-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-koregaon-park-pune/8a9f93f8702dfb5f01702e98538c4df2/detail
Koregaon Park,"Co-Working space in Koregaon Park, Pune for Rent","N Main Rd, near HDFC Bank","₹ 45,000 No Extra Maintenance",45000,₹ 2.5 Lacs,000 sqft,0,45,Parking,Furnished,01-11-2025,,https://www.nobroker.in/property/commercial/rent/co-working-space-in-koregaon-park-pune/8a9fdd8389d57f8f0189d64a47705c01/detail
Koregaon Park,"Shop in Koregaon Park, Pune for Rent","North main road, Kasturbha Gandhi School","₹ 36,000 No Extra Maintenance",36000,"₹ 63,000",250 sqft,250,144,Parking,Unfurnished,31-10-2025,Shop,https://www.nobroker.in/property/commercial/rent/shop-in-koregaon-park-pune/8a9faa827a85e590017a85f6986a07c2/detail
Koregaon Park,"Office Space in Koregaon Park, Pune for Rent","Burning Ghat Road, on main road near burning ghat chowk",₹ 1.2 Lacs No Extra Maintenance,120000,₹ 7.2 Lacs,200 sqft,200,54.55,Parking,Semi Furnished,28-04-2026,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-koregaon-park-pune/8a9fb984945e79db01945ecbf8941b17/detail
Koregaon Park,"Office Space in Koregaon Park, Pune for Rent","Koregaon Road, St. Mira's College For Girls","₹ 35,000 No Extra Maintenance",35000,₹ 1.05 Lacs,530 sqft,530,66.04,Parking,Furnished,19-12-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-koregaon-park-pune/ff8081816d1eec4f016d1f77620c4fb1/detail
Koregaon Park,"Co-Working space in Koregaon Park, Pune for Rent","North Main Road, OMA","₹ 7,000 No Extra Maintenance",7000,"₹ 7,000",000 sqft,0,7,Parking,Furnished,08-01-2024,,https://www.nobroker.in/property/commercial/rent/co-working-space-in-koregaon-park-pune/8a9fce838a4e8522018a4f756fe81087/detail
Koregaon Park,"Office Space in Koregaon Park, Pune for Rent","opposite Meera Nagar, Ashok Chakra Society, Meera Nagar, near The Burger House","₹ 80,000 No Extra Maintenance",80000,₹ 2.4 Lacs,700 sqft,700,114.29,Parking,Furnished,14-09-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in-koregaon-park-pune/8a9fa8828450e6db01845117b2862212/detail
Koregaon Park,"Commercial Property in Loni Kalbhor, Pune for Rent","vaibhav niwas, MIT Corner","₹ 4,000 No Extra Maintenance",4000,"₹ 10,000",200 sqft,200,3.33,Parking,Unfurnished,08-09-2025,Commercial,https://www.nobroker.in/property/commercial/rent/other-business-in-loni-kalbhor-pune/8a9ff68286774ac001867779b7e916bc/detail
Koregaon Park,"Office Space in Koregaon Park, Pune for Rent","15 B north main rd Koregaon park, near Pujya Kasturba Gandhi English and Marathi Medium School","₹ 30,000 No Extra Maintenance",30000,"₹ 60,000",200 sqft,200,150,Parking,Unfurnished,29-08-2025,Office Space,https://www.nobroker.in/property/commercial/rent/office-space-in--koregaon-park-pune/8a9fb782839ca88001839d227e70546b/detail
Koregaon Park,"Co-Working space in Koregaon Park, Pune for Rent","NORTH MAIN ROAD, GATTI CHUTNEY-KOREGAON PARK",₹ 3.25 Lacs No Extra Maintenance,325000,₹ 19.5 Lacs,500 sqft,500,72.22,Parking,Furnished,27-08-2025,,https://www.nobroker.in/property/commercial/rent/co-working-space-in-koregaon-park-pune/8a9f818d7da51a22017da54e3aff1524/detail
